연번,전체기관명,도로명주소
1857,경찰청 전라남도경찰청 해남경찰서,전라남도 해남군 해남읍 영빈로 61
1858,경찰청 전라남도경찰청 해남경찰서 마산파출소,전라남도 해남군 마산면 은적사길 7
1859,경찰청 전라남도경찰청 해남경찰서 문내파출소,전라남도 해남군 문내면 동헌길 36
1860,경찰청 전라남도경찰청 해남경찰서 북평파출소,전라남도 해남군 북평면 달량진길 42
1861,경찰청 전라남도경찰청 해남경찰서 산이파출소,전라남도 해남군 산이면 비석길 105
1862,경찰청 전라남도경찰청 해남경찰서 삼산파출소,전라남도 해남군 현산면 고산로 519
1863,경찰청 전라남도경찰청 해남경찰서 송지파출소,전라남도 해남군 송지면 산정1길 9
1864,경찰청 전라남도경찰청 해남경찰서 옥천파출소,전라남도 해남군 옥천면 해남로 397
1865,경찰청 전라남도경찰청 해남경찰서 읍내지구대,전라남도 해남군 해남읍 읍사무소길 46
1866,경찰청 전라남도경찰청 해남경찰서 현산파출소,전라남도 해남군 현산면 일평길 6
1867,경찰청 전라남도경찰청 해남경찰서 화산파출소,전라남도 해남군 화산면 해남화산로 1059
1868,경찰청 전라남도경찰청 해남경찰서 화원파출소,전라남도 해남군 화원면 청용길 5
1869,경찰청 전라남도경찰청 해남경찰서 황산파출소,전라남도 해남군 황산면 시등로 124
1870,경찰청 전라남도경찰청 화순경찰서,전라남도 화순군 화순읍 자치샘로29
1871,경찰청 전라남도경찰청 화순경찰서 능주파출소,전라남도 화순군 능주면 관동길 19
1872,경찰청 전라남도경찰청 화순경찰서 도곡파출소,전라남도 화순군 도곡면 지석로 1108
1873,경찰청 전라남도경찰청 화순경찰서 동면파출소,전라남도 화순군 동면 충의로 773
1874,경찰청 전라남도경찰청 화순경찰서 동복파출소,전라남도 화순군 동복면 오지호로 285
1875,경찰청 전라남도경찰청 화순경찰서 사평파출소,전라남도 화순군 남면 사호로 213
1876,경찰청 전라남도경찰청 화순경찰서 역전파출소,전라남도 화순군 화순읍 오성로 488
1877,경찰청 전라남도경찰청 화순경찰서 읍내지구대,전라남도 화순군 화순읍 충의로 152
1878,경찰청 전라남도경찰청 화순경찰서 이양파출소,전라남도 화순군 이양면 이양로 133
1879,경찰청 전라북도경찰청,전라북도 전주시 완산구 유연로 180
1880,경찰청 전라북도경찰청 고창경찰서,전라북도 고창군 고창읍 보릿골로 175
1881,경찰청 전라북도경찰청 고창경찰서 공음파출소,전라북도 고창군 공음면 공음길 39-1 공음파출소
1882,경찰청 전라북도경찰청 고창경찰서 대산파출소,전라북도 고창군 대산면 고산성로 4번지 대산파출소
1883,경찰청 전라북도경찰청 고창경찰서 모양지구대,전라북도 고창군 고창읍 남구1길 14 모양지구대
1884,경찰청 전라북도경찰청 고창경찰서 무장파출소,전라북도 고창군 무장면 무장남북로 20-8 무장파출소
1885,경찰청 전라북도경찰청 고창경찰서 부안파출소,전라북도 고창군 부안면 복분자로 873 부안 파출소
1886,경찰청 전라북도경찰청 고창경찰서 성송파출소,전라북도 고창군 성송면 대성로 777 성송파출소
1887,경찰청 전라북도경찰청 고창경찰서 아산파출소,전라북도 고창군 아산면 녹두로 796 아산파출소
1888,경찰청 전라북도경찰청 고창경찰서 해리파출소,전라북도 고창군 해리면 해리중앙로 49 해리파출소
1889,경찰청 전라북도경찰청 고창경찰서 흥덕파출소,전라북도 고창군 흥덕면 선운대로 3759 흥덕파출소
1890,경찰청 전라북도경찰청 군산경찰서,전라북도 군산시 구암 3.1로82 
1891,경찰청 전라북도경찰청 군산경찰서 개복파출소,전라북도 군산시 중정1길 16
1892,경찰청 전라북도경찰청 군산경찰서 개야도파출소,전라북도 군산시 옥도면 개야도2길 19 개야도파출소
1893,경찰청 전라북도경찰청 군산경찰서 개정파출소,전라북도 군산시 개정면 번영로 459
1894,경찰청 전라북도경찰청 군산경찰서 경장지구대,전라북도 군산시 조촌2길 92-02
1895,경찰청 전라북도경찰청 군산경찰서 나운지구대,전라북도 군산시 대학로 293
1896,경찰청 전라북도경찰청 군산경찰서 나포파출소,전라북도 군산시 나포면 십자들로 644
1897,경찰청 전라북도경찰청 군산경찰서 대야파출소,전라북도 군산시 대야면 만자로 10
1898,경찰청 전라북도경찰청 군산경찰서 비응파출소,전라북도 군산시 요죽안2길 31
1899,경찰청 전라북도경찰청 군산경찰서 서수파출소,전라북도 군산시 서수면 항쟁로 191
1900,경찰청 전라북도경찰청 군산경찰서 서해지구대,전라북도 군산시 공항로 377
1901,경찰청 전라북도경찰청 군산경찰서 선유도파출소,전라북도 군산시 옥도면 선유북길 70-2
1902,경찰청 전라북도경찰청 군산경찰서 성산파출소,전라북도 군산시 성산면 동군산로 25
1903,경찰청 전라북도경찰청 군산경찰서 수송지구대,전라북도 군산시 미장안3길 3
1904,경찰청 전라북도경찰청 군산경찰서 어청도파출소,전라북도 군산시 옥도면 어청도길 93
1905,경찰청 전라북도경찰청 군산경찰서 옥구파출소,전라북도 군산시 옥구읍 대학로 806
1906,경찰청 전라북도경찰청 군산경찰서 옥산파출소,전라북도 군산시 옥산면 옥산로 236
1907,경찰청 전라북도경찰청 군산경찰서 옥서파출소,전라북도 군산시 옥서면 옥구저수지로 182
1908,경찰청 전라북도경찰청 군산경찰서 은파지구대,전라북도 군산시 백토로 221
1909,경찰청 전라북도경찰청 군산경찰서 임피파출소,전라북도 군산시 임피면 서원석곡로 610
1910,경찰청 전라북도경찰청 군산경찰서 중앙파출소,전라북도 군산시 서래안2길 24
1911,경찰청 전라북도경찰청 군산경찰서 회현파출소,전라북도 군산시 회현면 회현로 173
1912,경찰청 전라북도경찰청 김제경찰서,전라북도 김제시 중앙로 213
1913,경찰청 전라북도경찰청 김제경찰서 공덕파출소,전라북도 김제시 공덕면 유강로 221
1914,경찰청 전라북도경찰청 김제경찰서 금구파출소,전라북도 김제시 금구면 봉두로 77
1915,경찰청 전라북도경찰청 김제경찰서 금산파출소,전라북도 김제시 금산면 원평로 85
1916,경찰청 전라북도경찰청 김제경찰서 만경파출소,전라북도 김제시 만경읍 두내산로 53
1917,경찰청 전라북도경찰청 김제경찰서 백구파출소,전라북도 김제시 백구면 번영로 2503
1918,경찰청 전라북도경찰청 김제경찰서 백산파출소,전라북도 김제시 백산면 백산로 339
1919,경찰청 전라북도경찰청 김제경찰서 봉남파출소,전라북도 김제시 봉남면 봉남로 415
1920,경찰청 전라북도경찰청 김제경찰서 신풍지구대,전라북도 김제시 금성8길 21
1921,경찰청 전라북도경찰청 김제경찰서 용지파출소,전라북도 김제시 용지면 용지로 447
1922,경찰청 전라북도경찰청 김제경찰서 월촌지구대,전라북도 김제시 부량면 벽골제로 837
1923,경찰청 전라북도경찰청 김제경찰서 죽산파출소,전라북도 김제시 죽산면 죽산로 119-7
1924,경찰청 전라북도경찰청 김제경찰서 진봉파출소,전라북도 김제시 성덕면 지평선로 1748
1925,경찰청 전라북도경찰청 남원경찰서,전라북도 남원시 교룡로 185
1926,경찰청 전라북도경찰청 남원경찰서 금지파출소,전라북도 남원시 금지면 요천로 527
1927,경찰청 전라북도경찰청 남원경찰서 대강파출소,전라북도 남원시 대강면 섬진로 885
1928,경찰청 전라북도경찰청 남원경찰서 도통지구대,전라북도 남원시 요천로 1812 
1929,경찰청 전라북도경찰청 남원경찰서 보절파출소,전라북도 남원시 보절면 신흥2길 11
1930,경찰청 전라북도경찰청 남원경찰서 사매파출소,전라북도 남원시 사매면 덕오로 100
1931,경찰청 전라북도경찰청 남원경찰서 산내파출소,전라북도 남원시 산내면 대정길 119
1932,경찰청 전라북도경찰청 남원경찰서 송동파출소,전라북도 남원시 송동면 송기길 58
1933,경찰청 전라북도경찰청 남원경찰서 아영파출소,전라북도 남원시 아영면 아백로 363
1934,경찰청 전라북도경찰청 남원경찰서 운봉파출소,전라북도 남원시 운봉읍 운성로 30
1935,경찰청 전라북도경찰청 남원경찰서 인월파출소,전라북도 남원시 인월면 인월로 56
1936,경찰청 전라북도경찰청 남원경찰서 중앙지구대,전라북도 남원시 충정로 43
1937,경찰청 전라북도경찰청 무주경찰서,전라북도 무주군 무주읍 한풍루로 408
1938,경찰청 전라북도경찰청 무주경찰서 구천파출소,전라북도 무주군 설천면 구천동1로 160
1939,경찰청 전라북도경찰청 무주경찰서 무풍파출소,전라북도 무주군 무풍면 현내로 203
1940,경찰청 전라북도경찰청 무주경찰서 부남파출소,전라북도 무주군 부남면 부남로 856
1941,경찰청 전라북도경찰청 무주경찰서 설천파출소,전라북도 무주군 설천면 무설로 1549 
1942,경찰청 전라북도경찰청 무주경찰서 안성파출소,전라북도 무주군 안성면 안성로 274
1943,경찰청 전라북도경찰청 무주경찰서 적상파출소,전라북도 무주군 적상면 적상산로 37 적상파출소
1944,경찰청 전라북도경찰청 무주경찰서 주계파출소,전라북도 무주군 무주읍 적천로 367 
1945,경찰청 전라북도경찰청 부안경찰서,전라북도 부안군 행안면 염소로 33
1946,경찰청 전라북도경찰청 부안경찰서 격포파출소,전라북도 부안군 변산면 격포로 180 격포파출소
1947,경찰청 전라북도경찰청 부안경찰서 계화파출소,전라북도 부안군 동진면 간재로 399 계화파출소
1948,경찰청 전라북도경찰청 부안경찰서 보안파출소,전라북도 부안군 보안면 부안 로 1154 보안파출소
1949,경찰청 전라북도경찰청 부안경찰서 상서파출소,전라북도 부안군 상서면 부안 로 1991 상서파출소
1950,경찰청 전라북도경찰청 부안경찰서 서림지구대,전라북도 부안군 부안 읍 석정로 154 서림지구대
1951,경찰청 전라북도경찰청 부안경찰서 위도파출소,전라북도 부안군 위도면 위도로 247 위도파출소
1952,경찰청 전라북도경찰청 부안경찰서 주산파출소,전라북도 부안군 주산면 선돌로 325 주산파출소
1953,경찰청 전라북도경찰청 부안경찰서 줄포파출소,전라북도 부안군 줄포면 줄포1길 4 줄포파출소
1954,경찰청 전라북도경찰청 부안경찰서 진서파출소,전라북도 부안군 진서면 곰소8길 14 진서파출소
1955,경찰청 전라북도경찰청 부안경찰서 하서파출소,전라북도 부안군 상서면 하서길 52 하서파출소
1956,경찰청 전라북도경찰청 순창경찰서,전라북도 순창군 순창읍 장류로 311
1957,경찰청 전라북도경찰청 순창경찰서 구림파출소,"전라북도 순창군 구림면 구림로 469, 구림파출소"
1958,경찰청 전라북도경찰청 순창경찰서 남계파출소,"전라북도 순창군 순창읍 남계로 30, 남계파출소"
1959,경찰청 전라북도경찰청 순창경찰서 동계파출소,"전라북도 순창군 동계면 충효로 347, 동계파출소 "
1960,경찰청 전라북도경찰청 순창경찰서 복흥파출소,전라북도 순창군 복흥면 추령로 1147 복흥파출소
1961,경찰청 전라북도경찰청 순창경찰서 순화파출소,"전라북도 순창군 순창읍 장류로 338, 순화파출소 "
1962,경찰청 전라북도경찰청 순창경찰서 쌍치파출소,"전라북도 순창군 쌍치면 쌍계로 25번지, 쌍치파출소"
1963,경찰청 전라북도경찰청 순창경찰서 팔덕파출소,"전라북도 순창군 팔덕면 강천로 334, 팔덕파출소"
1964,경찰청 전라북도경찰청 완주경찰서,전라북도 완주군 봉동읍 봉동로 28
1965,경찰청 전라북도경찰청 완주경찰서 고산파출소,전라북도 완주군 고산면 고산로 93
1966,경찰청 전라북도경찰청 완주경찰서 구이파출소,전라북도 완주군 구이면 상하학길 5
1967,경찰청 전라북도경찰청 완주경찰서 둔산파출소,전라북도 완주군 봉동읍 과학로 1041
1968,경찰청 전라북도경찰청 완주경찰서 봉동파출소,전라북도 완주군 봉동읍 봉동동서로 145
1969,경찰청 전라북도경찰청 완주경찰서 삼례파출소,전라북도 완주군 삼례읍 삼례역로 29
1970,경찰청 전라북도경찰청 완주경찰서 상관파출소,전라북도 완주군 상관면 신리로 83
1971,경찰청 전라북도경찰청 완주경찰서 소양파출소,전라북도 완주군 소양면 소양로 228
1972,경찰청 전라북도경찰청 완주경찰서 용진파출소,전라북도 완주군 용진면 완주로 198
1973,경찰청 전라북도경찰청 완주경찰서 운주파출소,전라북도 완주군 운주면 운주로 120
1974,경찰청 전라북도경찰청 완주경찰서 이서파출소,전라북도 완주군 이서면 이서로 51
1975,경찰청 전라북도경찰청 완주경찰서 화산파출소,전라북도 완주군 화산면 화산로 860
1976,경찰청 전라북도경찰청 익산경찰서,전라북도 익산시 배산로 165-12
1977,경찰청 전라북도경찰청 익산경찰서 금마파출소,전라북도 익산시 금마면 금마길 56-1
1978,경찰청 전라북도경찰청 익산경찰서 낭산파출소,전라북도 익산시 낭산면 함낭로 957 낭산파출소
1979,경찰청 전라북도경찰청 익산경찰서 망성파출소,전라북도 익산시 망성면 무네미길 94
1980,경찰청 전라북도경찰청 익산경찰서 부송팔봉지구대,전라북도 익산시 무왕로 1152
1981,경찰청 전라북도경찰청 익산경찰서 삼기파출소,전라북도 익산시 삼기면 황금로 475
1982,경찰청 전라북도경찰청 익산경찰서 성당파출소,전라북도 익산시 성당면 성당로 202
1983,경찰청 전라북도경찰청 익산경찰서 신동지구대,전라북도 익산시 익산대로64길 34
1984,경찰청 전라북도경찰청 익산경찰서 여산파출소,전라북도 익산시 여산면 가람로 376
1985,경찰청 전라북도경찰청 익산경찰서 오산파출소,전라북도 익산시 오산면 평동로 302
1986,경찰청 전라북도경찰청 익산경찰서 왕궁파출소,전라북도 익산시 왕궁면 왕궁로 537
1987,경찰청 전라북도경찰청 익산경찰서 용동파출소,전라북도 익산시 용동면 용동1길 80-27 용동파출소
1988,경찰청 전라북도경찰청 익산경찰서 용안파출소,전라북도 익산시 용안면 현내1로 88
1989,경찰청 전라북도경찰청 익산경찰서 웅포파출소,전라북도 익산시 웅포면 웅포리 805
1990,경찰청 전라북도경찰청 익산경찰서 중앙지구대,전라북도 익산시 인북로 146
1991,경찰청 전라북도경찰청 익산경찰서 춘포파출소,전라북도 익산시 춘포로 340
1992,경찰청 전라북도경찰청 익산경찰서 평화지구대,전라북도 익산시 인북로1길 26
1993,경찰청 전라북도경찰청 익산경찰서 함라파출소,전라북도 익산시 함라면 수동길 4
1994,경찰청 전라북도경찰청 익산경찰서 함열파출소,전라북도 익산시 함열읍 함열1길 33 
1995,경찰청 전라북도경찰청 익산경찰서 황등파출소,전라북도 익산시 황등면 황등로 120
1996,경찰청 전라북도경찰청 임실경찰서,전라북도 임실군 임실읍 호국로 1702
1997,경찰청 전라북도경찰청 임실경찰서 강진파출소,전라북도 임실군 강진면 강운로 143
1998,경찰청 전라북도경찰청 임실경찰서 관촌파출소,전라북도 임실군 관촌면 사선로 35
1999,경찰청 전라북도경찰청 임실경찰서 신평파출소,전라북도 임실군 신평면 가덕로 665
2000,경찰청 전라북도경찰청 임실경찰서 오수지구대,전라북도 임실군 오수면 충효로 2095-7
2001,경찰청 전라북도경찰청 임실경찰서 운수파출소,전라북도 임실군 임실읍 봉황로 212
2002,경찰청 전라북도경찰청 임실경찰서 하운암파출소,전라북도 임실군 운암면 강운로 1018
2003,경찰청 전라북도경찰청 장수경찰서,전라북도 장수군 장수읍 신천로8
2004,경찰청 전라북도경찰청 장수경찰서 계북파출소,전라북도 장수군 계북면 장무로 953
2005,경찰청 전라북도경찰청 장수경찰서 번암파출소,전라북도 장수군 번암면 장수로 474
2006,경찰청 전라북도경찰청 장수경찰서 산서파출소,전라북도 장수군 산서면 비행로 20
2007,경찰청 전라북도경찰청 장수경찰서 장계파출소,전라북도 장수군 장계면 한들로 97
2008,경찰청 전라북도경찰청 장수경찰서 장수파출소,전라북도 장수군 장수읍 장천로 228 
2009,경찰청 전라북도경찰청 장수경찰서 천천파출소,전라북도 장수군 천천면 천천로 67 
2010,경찰청 전라북도경찰청 전주덕진경찰서,전라북도 전주시 덕진구 온고을로 299
2011,경찰청 전라북도경찰청 전주덕진경찰서 덕진지구대,전라북도 전주시 덕진구 권삼득로 396 덕진지구대
2012,경찰청 전라북도경찰청 전주덕진경찰서 모래내지구대,전라북도 전주시 덕진구 안덕원로 173 모래내지구대
2013,경찰청 전라북도경찰청 전주덕진경찰서 솔내파출소,전라북도 전주시 덕진구 솔내6길 23 솔내파출소
2014,경찰청 전라북도경찰청 전주덕진경찰서 송천2파출소,전라북도 전주시 덕진구 송천로 50 송천2파출소
2015,경찰청 전라북도경찰청 전주덕진경찰서 아중지구대,전라북도 전주시 덕진구 진버들4길 10 아중지구대
2016,경찰청 전라북도경찰청 전주덕진경찰서 여의파출소,전라북도 전주시 덕진구 쪽구름로 82 여의파출소
2017,경찰청 전라북도경찰청 전주덕진경찰서 역전파출소,전라북도 전주시 덕진구 동부대로 688 역전파출소
2018,경찰청 전라북도경찰청 전주덕진경찰서 진북파출소,전라북도 전주시 덕진구 진북1길 19 진북파출소
2019,경찰청 전라북도경찰청 전주덕진경찰서 팔복파출소,전라북도 전주시 덕진구 신복로 58 팔복파출소
2020,경찰청 전라북도경찰청 전주덕진경찰서 혁신파출소,전라북도 전주시 덕진구 출판로 92 혁신파출소
2021,경찰청 전라북도경찰청 전주덕진경찰서 호성파출소,전라북도 전주시 덕진구 동부대로 871 호성파출소
2022,경찰청 전라북도경찰청 전주완산경찰서,전라북도 전주시 완산구 전라감영로 66
2023,경찰청 전라북도경찰청 전주완산경찰서 남문지구대,전라북도 전주시 완산구 대동로 95 남문지구대
2024,경찰청 전라북도경찰청 전주완산경찰서 삼천지구대,전라북도 전주시 완산구 성지산로 24 삼천지구대
2025,경찰청 전라북도경찰청 전주완산경찰서 서부지구대,전라북도 전주시 완산구 마전들로 1 서부파출소
2026,경찰청 전라북도경찰청 전주완산경찰서 서신지구대,전라북도 전주시 완산구 새터로 46 서신지구대
2027,경찰청 전라북도경찰청 전주완산경찰서 서학파출소,전라북도 전주시 완산구 서학3길 45 서학파출소
2028,경찰청 전라북도경찰청 전주완산경찰서 평화지구대,전라북도 전주시 완산구 평화로 159 평화파출소
2029,경찰청 전라북도경찰청 전주완산경찰서 화산지구대,전라북도 전주시 완산구 서원로 295 화산지구대
2030,경찰청 전라북도경찰청 전주완산경찰서 효자지구대,전라북도 전주시 완산구 용머리로 125 효자지구대
2031,경찰청 전라북도경찰청 정읍경찰서,전라북도 정읍시 중앙1길 157
2032,경찰청 전라북도경찰청 정읍경찰서 감곡파출소,전라북도 정읍시 감곡면 원삼1길 33
2033,경찰청 전라북도경찰청 정읍경찰서 고부파출소,전라북도 정읍시 고부면 영주로 542
2034,경찰청 전라북도경찰청 정읍경찰서 과교파출소,전라북도 정읍시 정읍사로 145
2035,경찰청 전라북도경찰청 정읍경찰서 농소파출소,전라북도 정읍시 충정로 545
2036,경찰청 전라북도경찰청 정읍경찰서 북면파출소,전라북도 정읍시 북면 정읍북로 554 북면파출소
2037,경찰청 전라북도경찰청 정읍경찰서 산내파출소,전라북도 정읍시 산내면 능교신기길2
2038,경찰청 전라북도경찰청 정읍경찰서 산외파출소,전라북도 정읍시 칠보면 산외로 438
2039,경찰청 전라북도경찰청 정읍경찰서 상동지구대,전라북도 정읍시 상사3길 22
2040,경찰청 전라북도경찰청 정읍경찰서 소성파출소,전라북도 정읍시 소성면 보화1길 118
2041,경찰청 전라북도경찰청 정읍경찰서 신태인파출소,전라북도 정읍시 신태인읍 신태인중앙로 30
2042,경찰청 전라북도경찰청 정읍경찰서 역전지구대,전라북도 정읍시 서부산업도로 303
2043,경찰청 전라북도경찰청 정읍경찰서 이평파출소,"전라북도 정읍시 황토현로 304번지 ""이평파출소"""
2044,경찰청 전라북도경찰청 정읍경찰서 입암파출소,전라북도 정읍시 입암면 정읍남로 501 입암파출소
2045,경찰청 전라북도경찰청 정읍경찰서 중앙지구대,전라북도 정읍시 수성5로 45-14
2046,경찰청 전라북도경찰청 정읍경찰서 칠보파출소,전라북도 정읍시 칠보면 칠보중앙로 97 칠보파출소
2047,경찰청 전라북도경찰청 정읍경찰서 태인파출소,전라북도 정읍시 태인면 태인로 41
2048,경찰청 전라북도경찰청 진안경찰서,전라북도 진안군 진안읍 우화산길 3
2049,경찰청 전라북도경찰청 진안경찰서 동향안천파출소,전라북도 진안군 동향면 양지길 35
2050,경찰청 전라북도경찰청 진안경찰서 마령파출소,전라북도 진안군 마령면 임진로 2100
2051,경찰청 전라북도경찰청 진안경찰서 마이파출소,전라북도 진안군 진안읍 진무로 1018
2052,경찰청 전라북도경찰청 진안경찰서 백운파출소,전라북도 진안군 백운면 임진로 1338
2053,경찰청 전라북도경찰청 진안경찰서 부귀파출소,전라북도 진안군 부귀면 부귀로 335
2054,경찰청 전라북도경찰청 진안경찰서 성수파출소,전라북도 진안군 성수면 관진로 771
2055,경찰청 전라북도경찰청 진안경찰서 정천상전파출소,전라북도 진안군 정천면 봉학로 105
2056,경찰청 전라북도경찰청 진안경찰서 주천용담파출소,전라북도 진안군 주천면 동상주천로 2201
2057,경찰청 제주특별자치도경찰청,제주특별자치도 제주시 문연로 18
2058,경찰청 제주특별자치도경찰청 서귀포경찰서,제주특별자치도 서귀포시 신중로 27
2059,경찰청 제주특별자치도경찰청 서귀포경찰서 남원파출소,제주특별자치도 서귀포시 남원읍 태위로 702
2060,경찰청 제주특별자치도경찰청 서귀포경찰서 대신파출소,제주특별자치도 서귀포시 신서귀로51번길 18
2061,경찰청 제주특별자치도경찰청 서귀포경찰서 대정파출소,제주특별자치도 서귀포시 대정읍 상모로 310 
2062,경찰청 제주특별자치도경찰청 서귀포경찰서 성산파출소,제주특별자치도 서귀포시 성산읍 성산중앙로 53 성산파출소
2063,경찰청 제주특별자치도경찰청 서귀포경찰서 안덕파출소,제주특별자치도 서귀포시 안덕면 화순로 116
2064,경찰청 제주특별자치도경찰청 서귀포경찰서 중동지구대,제주특별자치도 서귀포시 태평로 552
2065,경찰청 제주특별자치도경찰청 서귀포경찰서 중문파출소,제주특별자치도 서귀포시 천제연로 165
2066,경찰청 제주특별자치도경찰청 서귀포경찰서 표선파출소,제주특별자치도 서귀포시 표선면 표선동서로 217
2067,경찰청 제주특별자치도경찰청 서귀포경찰서 효돈파출소,제주특별자치도 서귀포시 효돈로 171-1
2068,경찰청 제주특별자치도경찰청 제주동부경찰서,제주특별자치도 제주시 동광로 66
2069,경찰청 제주특별자치도경찰청 제주동부경찰서 구좌파출소,제주특별자치도 제주시 구좌읍 구좌로 45
2070,경찰청 제주특별자치도경찰청 제주동부경찰서 남문지구대,제주특별자치도 제주시 연신로 6
2071,경찰청 제주특별자치도경찰청 제주동부경찰서 삼양지구대,제주특별자치도 제주시 일주동로 397
2072,경찰청 제주특별자치도경찰청 제주동부경찰서 아라파출소,제주특별자치도 제주시 중앙로 609
2073,경찰청 제주특별자치도경찰청 제주동부경찰서 오라지구대,제주특별자치도 제주시 서광로 182
2074,경찰청 제주특별자치도경찰청 제주동부경찰서 우도파출소,제주특별자치도 제주시 우도면 우도로 21
2075,경찰청 제주특별자치도경찰청 제주동부경찰서 조천파출소,제주특별자치도 제주시 조천읍 신북로 265
2076,경찰청 제주특별자치도경찰청 제주동부경찰서 중앙지구대,제주특별자치도 제주시 북성로 3
2077,경찰청 제주특별자치도경찰청 제주동부경찰서 추자파출소,제주특별자치도 제주시 추자면 대서3길 2
2078,경찰청 제주특별자치도경찰청 제주동부경찰서 함덕파출소,제주특별자치도 제주시 조천읍 신북로 신북로 515
2079,경찰청 제주특별자치도경찰청 제주서부경찰서,제주특별자치도 제주시 애월읍 애조로 215
2080,경찰청 제주특별자치도경찰청 제주서부경찰서 노형지구대,제주특별자치도 제주시 광평동로 4
2081,경찰청 제주특별자치도경찰청 제주서부경찰서 애월파출소,제주특별자치도 제주시 애월읍 애월로 116-1
2082,경찰청 제주특별자치도경찰청 제주서부경찰서 연동지구대,제주특별자치도 제주시 신대로 97
2083,경찰청 제주특별자치도경찰청 제주서부경찰서 외도파출소,제주특별자치도 내도동 723
2084,경찰청 제주특별자치도경찰청 제주서부경찰서 하귀파출소,제주특별자치도 제주시 애월읍 하귀로 47
2085,경찰청 제주특별자치도경찰청 제주서부경찰서 한경파출소,제주특별자치도 제주시 한경면 두신로 133
2086,경찰청 제주특별자치도경찰청 제주서부경찰서 한림파출소,제주특별자치도 제주시 한림읍 한림로 651
2087,경찰청 충청남도경찰청,충청남도 예산군 삽교읍 청사로 201
2088,경찰청 충청남도경찰청 공주경찰서,충청남도 공주시 백제문화로 2148-15
2089,경찰청 충청남도경찰청 공주경찰서 계룡파출소,충청남도 공주시 계룡면 영규대사로 495
2090,경찰청 충청남도경찰청 공주경찰서 금학지구대,충청남도 공주시 우금티로 535
2091,경찰청 충청남도경찰청 공주경찰서 반포파출소,충청남도 공주시 반포면 반포초교길 15
2092,경찰청 충청남도경찰청 공주경찰서 신관지구대,충청남도 공주시 한적2길 25
2093,경찰청 충청남도경찰청 공주경찰서 우성사곡파출소,충청남도 공주시 우성면 동대리길 75
2094,경찰청 충청남도경찰청 공주경찰서 유구파출소,충청남도 공주시 유구읍 중앙1길 115
2095,경찰청 충청남도경찰청 공주경찰서 정안파출소,충청남도 공주시 정안면 정안중앙길 169 
2096,경찰청 충청남도경찰청 공주경찰서 탄천이인파출소,충청남도 공주시 이인면 은행길 34
2097,경찰청 충청남도경찰청 금산경찰서,충청남도 금산군 금산읍 인삼로 201
2098,경찰청 충청남도경찰청 금산경찰서 복수파출소,충청남도 금산군 복수면 복수로 114
2099,경찰청 충청남도경찰청 금산경찰서 봉황지구대,충청남도 금산군 제원면 금강로 113
2100,경찰청 충청남도경찰청 금산경찰서 진산파출소,충청남도 금산군 진산면 대둔산로 405 
2101,경찰청 충청남도경찰청 금산경찰서 진악지구대,충청남도 금산군 금산읍 금산로 1446
2102,경찰청 충청남도경찰청 금산경찰서 추부파출소,충청남도 금산군 추부면 마전로 56-1
2103,경찰청 충청남도경찰청 논산경찰서,충청남도 논산시 강경읍 계백로 159
2104,경찰청 충청남도경찰청 논산경찰서 강경지구대,충청남도 논산시 강경읍 대흥로 1-2
2105,경찰청 충청남도경찰청 논산경찰서 계룡지구대,충청남도 계룡시 엄사면 계백로 3120
2106,경찰청 충청남도경찰청 논산경찰서 논산지구대,충청남도 논산시 해월로 157
2107,경찰청 충청남도경찰청 논산경찰서 상월파출소,충청남도 논산시 상월면 백일헌로 1035 
2108,경찰청 충청남도경찰청 논산경찰서 양촌파출소,충청남도 논산시 양촌면 황산벌로 428
2109,경찰청 충청남도경찰청 논산경찰서 연무지구대,충청남도 논산시 연무읍 안심로61번길 4
2110,경찰청 충청남도경찰청 논산경찰서 연산파출소,충청남도 논산시 연산면 선비로275번길 28
2111,경찰청 충청남도경찰청 당진경찰서,충청남도 당진시 무수동7길 144
2112,경찰청 충청남도경찰청 당진경찰서 면천파출소,충청남도 당진시 면천면 면천서문1길 82
2113,경찰청 충청남도경찰청 당진경찰서 석문지구대,충청남도 당진시 석문면 통정3길 13
2114,경찰청 충청남도경찰청 당진경찰서 송산파출소,충청남도 당진시 송산면 상거중앙길 59
2115,경찰청 충청남도경찰청 당진경찰서 송악지구대,충청남도 당진시 송악로 660 송악파출소
2116,경찰청 충청남도경찰청 당진경찰서 순성파출소,충청남도 당진시 순성면 순성로 507-3
2117,경찰청 충청남도경찰청 당진경찰서 신평파출소,충청남도 당진시 신평면 신평로840
2118,경찰청 충청남도경찰청 당진경찰서 중앙지구대,충청남도 당진시 당진중앙2로157
2119,경찰청 충청남도경찰청 당진경찰서 합덕파출소,충청남도 당진시 합덕읍 합우로168
2120,경찰청 충청남도경찰청 보령경찰서,충청남도 보령시 시청로 100
2121,경찰청 충청남도경찰청 보령경찰서 대천파출소,충청남도 보령시 구시1길 38
2122,경찰청 충청남도경찰청 보령경찰서 동대지구대,충청남도 보령시 신설1길 53
2123,경찰청 충청남도경찰청 보령경찰서 미산파출소,충청남도 보령시 미산면 만수로 1129
2124,경찰청 충청남도경찰청 보령경찰서 오천파출소,충청남도 보령시 오천면 소성안길 50 
2125,경찰청 충청남도경찰청 보령경찰서 웅천파출소,충청남도 보령시 웅천읍 충서로 928길 
