"시군구명","어린이집코드","어린이집명","어린이집유형","운영현황","우편번호","상세주소","전화번호","팩스번호","홈페이지주소","보육실수","보육실 면적","놀이터수","CCTV총설치수","보육교직원수","정원","현원","시설 위도(좌표값)","시설 경도(좌표값)","통학차량운영여부","인가일자","휴지시작일자","휴지종료일자","폐지일자","데이터기준일자","제공서비스","반수-만0세","반수-만1세","반수-만2세","반수-만3세","반수-만4세","반수-만5세","반수-영아혼합(만0~2세)","반수-유아혼합(만3~5세)","반수-특수장애","반수-총계","아동수-만0세","아동수-만1세","아동수-만2세","아동수-만3세","아동수-만4세","아동수-만5세","아동수-영아혼합(만0~2세)","아동수-유아혼합(만3~5세)","아동수-특수장애","아동수-총계","근속년수-1년미만","근속년수-1년이상~2년미만","근속년수-2년이상~4년미만","근속년수-4년이상~6년미만","근속년수-6년이상","교직원현황-원장","교직원현황-보육교사","교직원현황-특수교사","교직원현황-치료교사","교직원현황-영양사","교직원현황-간호사","교직원현황-간호조무사","교직원현황-조리원","교직원현황-사무직원","교직원현황-총계","데이터수집일"
"마포구","11440000073","꿈동산어린이집","민간","폐지","121857","서울 마포구 아현1동 62-2 꿈동산어린이집","02-393-3025","","","0","0","0","0","0","27","0","","","","2001-04-20","","","2009-03-30","2022-10-26","일반","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:03:45.0"
"강남구","11680000145","강남사임당어린이집","민간","재개","06214","서울특별시 강남구 언주로 420 역삼자이아파트 관리동","02-556-1680","02-556-1681","www.aga24.net/branch/kangnam","4","99","0","6","9","37","26","37.49482439","127.0348724","미운영","2001-04-16","","","","2022-10-26","일반","1","5","3","1","1","0","3","0","0","14","0","10","10","0","0","0","6","0","0","26","50","13","13","25","0","1","7","0","0","0","0","0","0","0","9","2022-10-26 09:13:35.0"
"구로구","11530000105","영일초등학교방과후교실","국공립","폐지","152800","서울 구로구 가리봉2동 영일길23","02-838-1812","02-861-0429","","0","0","0","0","0","20","0","","","","2001-04-12","","","","2022-10-26","방과후 전담","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:04:16.0"
"노원구","11350000169","호호어린이집","민간","폐지","01901","서울특별시 노원구 석계로 49 현대아파트 단지내","02-943-8133","02-943-8133","","4","214","1","6","0","44","0","37.619051263885105","127.06265229887182","미운영","2001-04-12","","","2020-02-28","2022-10-26","일반","1","2","3","3","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:03:17.0"
"강서구","11500000118","로뎀어린이집","민간","정상","07605","서울특별시 강서구 양천로24길 31 로뎀어린이집 (방화동)","02-2664-7060","02-2661-7061","","8","308","1","10","15","115","70","37.571966124707934","126.81577376535839","미운영","2001-04-10","","","","2022-10-26","일반","0","0","3","2","0","0","0","2","0","7","0","0","21","16","0","0","0","33","0","70","42","17","8","8","25","1","12","0","0","0","0","0","2","0","15","2022-10-26 22:04:06.0"
"은평구","11380000242","열린어린이집","민간","폐지","03386","서울특별시 은평구 연서로26길 18 (대조동)","02-383-4220","02-383-4220","","5","63","0","4","0","27","0","37.61635639","126.9210094","운영","2001-04-10","","","2017-12-26","2022-10-26","일반","0","3","1","0","0","0","5","1","0","10","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:03:26.0"
"은평구","11380000041","톰소여 어린이집","민간","폐지","03314","서울특별시 은평구 갈현로47길 12 (갈현동)","02-355-4278","02-353-2534","","5","155","1","8","0","59","0","37.62743178","126.9181565","운영","2001-04-10","","","2018-03-16","2022-10-26","일반","0","1","2","0","0","1","2","2","0","8","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:03:26.0"
"영등포구","11560000080","사랑채움어린이집","가정","정상","07211","서울특별시 영등포구 선유로 207 601동 102호(양평동3가 현대6차아파트)","070-8236-5319","02-6747-5319","","3","54","0","4","7","19","19","37.53179456","126.8935372","미운영","2001-04-09","","","","2022-10-26","야간연장","2","3","0","0","0","0","3","0","0","8","3","5","0","0","0","0","11","0","0","19","67","0","17","17","0","1","5","0","0","0","0","0","0","0","7","2022-10-26 22:04:35.0"
"서대문구","11410000146","현대키즈어린이집","가정","폐지","03632","서울특별시 서대문구 통일로34길 35 106동 104호(홍제동 홍제원현대아파트)","02-394-3500","02-394-3500","www.cyworld.com/3943500","3","54","0","4","0","19","0","37.58779114","126.9494739","미운영","2001-04-04","","","2021-08-01","2022-10-26","일반","2","1","1","1","0","0","1","0","0","6","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:03:35.0"
"강남구","11680000053","일원사임당어린이집","가정","정상","06339","서울특별시 강남구 개포로 648 동형빌딩101호 (일원동)","02-3411-4333","02-417-5484","","4","66","2","4","5","20","7","37.49476338","127.0836738","미운영","2001-04-03","","","","2022-10-26","일반","2","0","1","0","0","0","5","0","0","8","4","0","0","0","0","0","3","0","0","7","100","0","0","0","0","1","3","0","0","0","0","0","0","0","5","2022-10-26 09:13:35.0"
"광진구","11215000195","평화어린이집","민간","폐지","04960","서울특별시 광진구 자양로50길 18 (구의동)","02-446-8160","02-446-8164","http://www.cafe.daum.net/peaceguide","4","151","0","4","0","35","0","37.55196289250214","127.09329112552479","운영","2001-04-03","","","2018-03-16","2022-10-26","야간연장","0","1","1","1","0","0","3","2","0","8","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:02:15.0"
"광진구","11215000169","피노키오어린이집","민간","폐지","05054","서울특별시 광진구 자양로15길 62 (자양동)","02-444-0647","02-444-0647","","3","90","0","0","0","21","0","37.535236","127.08021","미운영","2001-04-02","","","2018-03-09","2022-10-26","일반","0","0","0","0","0","0","1","1","0","2","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:02:15.0"
"강북구","11305000094","삼성어린이집","민간","폐지","01040","서울특별시 강북구 한천로159길 8 관리동(수유동 삼성아파트)","02-996-3737","02-902-2500","","4","480","1","10","0","48","0","37.6446478","127.0184273","운영","2001-04-02","","","2020-03-01","2022-10-26","일반","0","1","2","0","0","0","8","4","0","15","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:02:55.0"
"노원구","11350000260","새싹꿈터어린이집","가정","폐지","139957","서울특별시 노원구 석계로 49 109동 101호(월계동 현대)","070-8159-5474","070-8159-5474","","3","60","0","4","0","20","0","37.61849455","127.0626447","미운영","2001-03-30","","","2018-09-19","2022-10-26","일반","0","0","1","0","0","0","6","0","0","7","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:03:16.0"
"강서구","11500000066","키즈빌어린이집","민간","폐지","07591","서울특별시 강서구 강서로54길 94 (등촌동)","02-3663-7949","02-2658-1689","","8","135","0","7","0","46","0","37.55853969","126.8437741","운영","2001-03-30","","","2016-09-01","2022-10-26","야간연장","1","1","1","0","0","0","0","1","0","4","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:04:07.0"
"노원구","11350000189","나무어린이집","민간","폐지","01813","서울특별시 노원구 공릉로46길 19 관리동1층나무어린이집","02-948-2074","02-948-2074","","5","206","0","4","0","41","0","37.6280013","127.0802698","운영","2001-03-28","","","2018-03-01","2022-10-26","일반","2","3","2","0","0","0","2","0","0","9","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:03:16.0"
"동작구","11590000150","노들어린이집","가정","정상","06919","서울특별시 동작구 만양로2길 76 현대씨티빌 102호 (상도동)","02-816-0107","02-817-1354","cafe.daum.net/nodeulkids","3","80","1","4","6","18","14","37.50739103","126.9513323","미운영","2001-03-26","","","","2022-10-26","야간연장시간제보육","0","2","1","0","0","0","5","0","0","8","0","4","7","0","0","0","3","0","0","14","40","0","0","20","40","1","4","0","0","0","0","0","0","0","6","2022-10-26 09:19:45.0"
"성동구","11200000062","중앙 어린이집","민간","폐지","04727","서울특별시 성동구 난계로 13 (금호동1가)","02-2295-7602","02-2291-6611","다음카페검색어 성동중앙어린이집","4","136","0","0","0","47","0","37.55331146","127.0244749","운영","2001-03-25","","","2014-03-05","2022-10-26","일반","0","1","2","1","0","0","1","1","0","6","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:02:05.0"
"금천구","11545000097","엔젤어린이집","민간","정상","08550","서울특별시 금천구 문성로1길 7 (독산동)","02-866-7723","02-2135-7725","http://cafe.daum.net/ksb289","7","285","1","12","13","48","44","37.47672637","126.9041394","미운영","2001-03-23","","","","2022-10-26","야간연장","3","2","3","0","0","0","3","1","0","12","6","10","12","0","0","0","6","10","0","44","80","10","10","0","0","1","10","0","0","0","0","0","1","0","13","2022-10-26 22:04:25.0"
"중랑구","11260000058","예쁜둥지어린이집","민간","재개","02039","서울특별시 중랑구 동일로152길 45-5 (묵동)","02-974-3393","02-974-3393","kmy9743393@naver.com","6","262","2","11","16","61","45","37.60895791","127.0807309","운영","2001-03-20","","","","2022-10-26","야간연장","3","2","2","0","0","0","2","1","0","10","6","9","14","0","0","0","5","11","0","45","46","23","8","23","0","1","13","0","0","0","0","0","1","0","16","2022-10-26 22:02:35.0"
"관악구","11620000306","성호놀이방","가정","폐지","151800","서울 관악구 남현동 1085-17 솔본아파트 101호","02-3471-5391","","","0","0","0","0","0","20","0","","","","2001-03-19","","","2009-01-23","2022-10-26","일반","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:04:55.0"
"노원구","11350000193","청구어린이집","민간","정상","139734","서울특별시 노원구 동일로207길 186 (하계2동 학여울청구아파트 117동앞)","02-948-2336","02-977-2961","","5","250","1","8","12","59","28","37.63630674","127.0613571","운영","2001-03-19","","","","2022-10-26","야간연장","2","2","3","0","0","0","0","0","0","7","3","9","16","0","0","0","0","0","0","28","33","0","44","0","22","1","9","0","0","0","0","0","1","0","12","2022-10-26 22:03:17.0"
"송파구","11710000127","진일어린이집","민간","폐지","138840","서울 송파구 삼전동 114-5 진일어린이집","02-2202-5991","02-2202-0691","","0","0","0","0","0","39","0","","","","2001-03-17","","","2009-01-02","2022-10-26","일반","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:05:27.0"
"동대문구","11230000099","빛초롱어린이집","민간","정상","02532","서울특별시 동대문구 사가정로 168 SK아파트 제2관리소 단지동 (전농동)","02-2244-5550","02-2244-5550","","4","135","0","5","3","31","10","37.57651405","127.0604564","운영","2001-03-15","","","","2022-06-15","야간연장","0","0","1","1","0","0","3","1","0","6","0","0","0","0","0","0","6","4","0","10","0","100","0","0","0","1","2","0","0","0","0","0","0","0","3","2022-06-15 09:29:56.0"
"노원구","11350000403","아침햇살어린이집","가정","폐지","01713","서울특별시 노원구 중계로 230 506동 102호(중계동 주공5단지아파트)","02-3391-8300","","","3","60","0","0","0","15","0","37.651012","127.07505","미운영","2001-03-13","","","2016-03-02","2022-10-26","일반","0","0","1","0","0","0","2","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:03:16.0"
"동대문구","11230000183","조은어린이집","민간","정상","02613","서울특별시 동대문구 답십리로56길 21-1 두산아파트단지내 조은어린이집","02-2244-4220","02-2248-9303","","6","817","2","11","17","120","117","37.56982902","127.0600898","운영","2001-03-12","","","","2022-06-15","일반","0","0","0","2","2","2","0","1","0","7","0","0","0","30","35","40","0","12","0","117","9","36","36","9","9","1","11","0","0","1","1","0","1","0","17","2022-06-15 09:29:56.0"
"관악구","11620000196","큐티아기스쿨어린이집","가정","폐지","151015","서울특별시 관악구 호암로 399 303동103호(신림동삼성산주공아파트)   [삼성동]","02-3285-0887","02-3285-0887","","3","107","0","0","0","20","0","37.46240473","126.9261748","미운영","2001-03-12","","","2016-02-29","2022-10-26","야간연장","0","2","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:04:55.0"
"노원구","11350000421","아이조아어린이집","가정","폐지","01604","서울특별시 노원구 동일로245가길 41 203동 103호(상계동 은빛2단지아파트)","02-952-0009","02-952-0009","키즈노트 사용 -2013부터","3","92","0","5","0","16","0","37.680687","127.0538","미운영","2001-03-10","","","2022-03-31","2022-10-26","일반","2","2","2","1","0","0","3","0","0","10","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:03:16.0"
"양천구","11470000230","조은어린이집","가정","폐지","08109","서울특별시 양천구 신정로14길 6 103동 102호(신정동 학마을아파트)","02-6734-1970","02-6734-1970","","3","35","1","4","0","16","0","37.50806674","126.8443336","미운영","2001-03-09","","","2016-11-30","2022-10-26","일반","1","1","2","0","0","0","1","0","0","5","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:03:56.0"
"동대문구","11230000079","솜송이어린이집","가정","정상","02441","서울특별시 동대문구 이문로16길 37 (이문동)","02-967-1971","02-969-4327","키즈노트","3","59","0","3","4","20","5","37.59423642","127.0606628","미운영","2001-03-03","","","","2022-06-15","야간연장","2","2","2","0","0","0","4","0","0","10","0","0","0","0","0","0","5","0","0","5","67","0","0","0","33","1","2","0","0","0","0","0","0","0","4","2022-06-15 09:29:56.0"
"중구","11140000036","한솔어린이집","민간","정상","04595","서울특별시 중구 다산로 32 남산타운 단지내  한솔어린이집","02-2256-0330","02-2256-0330","","7","310","2","8","18","111","72","37.54916083","127.0093802","운영","2001-03-03","","","","2022-10-26","일반","1","2","3","1","2","2","0","0","0","11","3","10","18","5","19","17","0","0","0","72","46","15","15","15","8","1","13","0","0","0","0","0","2","0","18","2022-10-26 06:18:44.0"
"구로구","11530000047","구일방과후교실","국공립","폐지","152868","서울 구로구 구로1동 685-219","02-830-4673","02-839-7494","","0","0","0","0","0","20","0","","","","2001-03-02","","","","2022-10-26","방과후 전담","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:04:15.0"
"서대문구","11410000211","숙명어린이집","민간","폐지","03631","서울특별시 서대문구 세무서2길 62 1층 숙명어린이집","02-391-6253","02-3217-2111","","1","122","0","3","0","47","0","37.58779114","126.9494739","운영","2001-03-02","","","2016-08-18","2022-10-26","일반","0","0","3","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:03:35.0"
"성동구","11200000160","리화어린이집","민간","폐지","133846","서울 성동구 옥수1동 535-12","02-2298-5631","02-2296-5427","","3","167","0","0","0","39","0","","","","2001-03-02","","","2012-06-21","2022-10-26","일반","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:02:05.0"
"노원구","11350000188","두산영재어린이집","민간","폐지","01825","서울특별시 노원구 공릉로 126 (공릉2동 두산힐스빌아파트 단지내)","02-948-6816","070-8848-6816","","6","138","0","6","0","43","0","37.62479253","127.0809403","운영","2001-03-02","","","2018-02-28","2022-10-26","일반","1","3","2","2","0","0","1","0","0","9","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:03:16.0"
"강북구","11305000186","솔로몬소망어린이집","민간","휴지","01111","서울특별시 강북구 삼양로 324 (수유동)","02-988-9485","02-988-9485","","6","310","0","7","0","49","0","37.63227644","127.0178559","운영","2001-03-01","2022-10-01","2023-09-30","","2022-10-26","일반","0","0","2","0","0","0","5","1","0","8","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:02:55.0"
"구로구","11530000103","지암방과후교실","국공립","폐지","152815","서울 구로구 개봉3동 354-6","02-2686-4755","02-2686-4756","www.jiam.co.kr","0","0","0","0","0","40","0","","","","2001-03-01","","","","2022-10-26","장애아통합방과후 전담","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:04:16.0"
"동대문구","11230000117","동대문구청직장어린이집","직장","정상","02565","서울특별시 동대문구 고산자로28길 13 (용두동)","02-6929-2601","02-965-8596","https://iseoul.seoul.go.kr/homepage/main.do?stCode=11230000117","6","170","0","11","13","49","29","37.57439451111949","127.03989678486758","미운영","2001-03-01","","","","2022-06-15","일반","2","2","2","1","0","0","0","2","0","9","5","5","11","8","0","0","0","0","0","29","27","9","27","27","9","1","11","0","0","0","0","0","1","0","13","2022-06-15 09:29:55.0"
"송파구","11710000213","새싹어린이집","민간","폐지","05779","서울특별시 송파구 양산로8길 4 거여1단지 @ 관리동1층","02-3401-5427","02-3401-5427","","4","84","0","5","0","37","0","37.49089535","127.1445015","미운영","2001-02-28","","","2018-10-01","2022-10-26","일반","0","0","0","0","0","0","4","0","0","4","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:05:26.0"
"금천구","11545000073","천사어린이집","민간","폐지","153801","서울 금천구 가산동 142-30호","02-865-3021","","","0","1","0","0","0","25","0","","","","2001-02-28","","","2020-06-19","2022-10-26","일반","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:04:25.0"
"서대문구","11410000171","세브란스어린이집","직장","정상","03721","서울특별시 서대문구 연대동문길 41 세브란스 어린이집","02-312-7990","02-312-8818","http://www.puruni.com/severance","7","379","4","28","34","143","120","37.56425546","126.9442434","미운영","2001-02-28","","","","2022-10-26","야간연장","0","5","4","3","2","2","0","0","0","16","0","23","28","29","21","19","0","0","0","120","43","21","21","7","7","1","28","0","0","1","1","0","2","0","34","2022-10-26 22:03:35.0"
"성동구","11200000156","광개토어린이집","민간","폐지","04776","서울특별시 성동구 성수동2가 둘레21길 15 (성수동2가)","02-498-4980","02-498-4985","","4","184","1","0","0","43","0","37.535823377760565","127.05713303834595","미운영","2001-02-28","","","2015-10-08","2022-10-26","일반","0","1","2","0","0","0","1","1","0","5","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:02:05.0"
"강남구","11680000153","서머힐 어린이집","가정","폐지","135271","서울 강남구 도곡1동 967번지 경남(아) 102-102","02-575-5516","02-575-5663","","3","63","1","0","0","20","0","","","","2001-02-28","","","2011-06-30","2022-10-26","일반","1","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 09:13:35.0"
"성동구","11200000110","우리두리 어린이집","가정","폐지","04776","서울특별시 성동구 성수동2가 둘레15길 20-17 서울특별시 성동구 성수2가1동 582-1","02-469-3664","02-461-3664","cafe.naver.com/sungsu2ga","3","74","0","0","0","17","0","37.536566320234435","127.05605194082267","미운영","2001-02-28","","","2015-08-03","2022-10-26","야간연장","0","0","1","0","0","0","2","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:02:05.0"
"영등포구","11560000144","한나어린이집","민간","폐지","07392","서울특별시 영등포구 신풍로23길 13-1","02-841-7249","02-842-1537","","4","125","1","4","0","39","0","37.50138105","126.918355","운영","2001-02-27","","","2020-03-30","2022-10-26","야간연장","0","1","2","1","0","0","3","2","0","9","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:04:36.0"
"노원구","11350000207","순복음어린이집","민간","정상","01696","서울특별시 노원구 노원로 440 순복음노원교회  본관 (상계동)","02-3391-6112","02-3391-3965","","10","413","2","12","22","156","114","37.65586845","127.0676501","운영","2001-02-27","","","","2022-10-26","일반","0","2","2","2","2","2","0","0","0","10","0","10","14","28","28","34","0","0","0","114","0","13","19","13","56","1","16","0","0","1","0","1","2","0","22","2022-10-26 22:03:16.0"
"서초구","11650000092","선우어린이집","가정","정상","06682","서울특별시 서초구 방배로15길 26 1층 (방배동)","02-584-4295","02-585-3735","","5","79","0","4","9","20","18","37.48387071933534","126.99432412164755","미운영","2001-02-27","","","","2022-10-26","야간연장","1","2","1","0","0","0","1","0","0","5","0","9","6","0","0","0","3","0","0","18","71","0","29","0","0","1","6","0","0","0","0","0","1","0","9","2022-10-26 22:05:05.0"
"서초구","11650000056","수표교어린이집","민간","정상","06708","서울특별시 서초구 명달로 52 (서초동)","02-597-7172","02-3472-7172","www.spkkids.ukid.kr","5","266","1","8","14","78","70","37.48212009","127.0052774","미운영","2001-02-24","","","","2022-10-26","일반","0","2","2","1","1","1","0","0","0","7","0","9","14","15","12","20","0","0","0","70","40","10","40","10","0","1","10","0","0","0","0","0","1","0","14","2022-10-26 22:05:05.0"
"은평구","11380000157","불광꿈나무어린이집","가정","폐지","03349","서울특별시 은평구 연서로34가길 6-18","02-359-9712","02-359-9712","","3","92","0","6","0","20","0","37.6204034","126.9269942","운영","2001-02-24","","","2020-06-01","2022-10-26","야간연장","3","2","1","1","0","0","3","0","0","10","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:03:26.0"
"도봉구","11320000208","꿈나무베베어린이집","가정","폐지","132918","서울 도봉구 창2동 585-77","02-998-7079","","","0","0","0","0","0","19","0","","","","2001-02-24","","","2009-06-09","2022-10-26","일반","1","1","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:03:05.0"
"마포구","11440000149","금호어린이집","가정","폐지","04062","서울특별시 마포구 서강로9길 17 103동 104호(창전동 신촌금호아파트)","02-334-6199","","","3","90","0","4","0","20","0","37.55283674","126.9321297","운영","2001-02-22","","","2020-02-29","2022-10-26","일반","2","1","1","0","0","0","1","0","0","5","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:03:45.0"
"강북구","11305000104","무지개유아스쿨어린이집","민간","정상","01212","서울특별시 강북구 숭인로7길 28 (미아동)","02-987-5471","02-6081-5470","https://rainbowchildren.kidsnote.ac/home/main","7","372","1","10","7","86","26","37.6134354949","127.0246546935","운영","2001-02-21","","","","2022-10-26","일반","1","2","2","1","0","0","1","2","0","9","0","0","7","0","0","0","5","14","0","26","50","25","0","0","25","1","4","0","0","0","0","0","0","0","7","2022-10-26 22:02:55.0"
"구로구","11530000252","한진또래어린이집","가정","폐지","08353","서울특별시 구로구 개봉로1나길 58 (개봉동)","02-2686-3997","02-2686-3997","","3","66","0","4","0","20","0","37.4859615","126.8533831","미운영","2001-02-21","","","2022-03-16","2022-10-26","야간연장","1","1","0","0","0","0","4","0","0","6","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:04:16.0"
"마포구","11440000024","하늘놀이방","가정","폐지","121823","서울 마포구 망원2동 433-9미원2차@111호","02-338-9923","","","0","0","0","0","0","14","0","","","","2001-02-20","","","2009-03-23","2022-10-26","일반","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:03:46.0"
"양천구","11470000078","하늘어린이집","가정","정상","07925","서울특별시 양천구 곰달래로10길 15-4","02-2065-6568","02-2065-6568","","3","53","0","4","4","18","3","37.5285673","126.8372926","미운영","2001-02-20","","","","2022-10-26","일반","1","0","0","0","0","0","2","0","0","3","1","0","0","0","0","0","2","0","0","3","0","0","0","33","67","1","2","0","0","0","0","0","0","0","4","2022-10-26 22:03:56.0"
"구로구","11530000244","동화나라어린이집","가정","정상","08288","서울특별시 구로구 새말로 93 111동 102호(구로동 신도림태영타운아파트)","02-868-9723","02-838-2759","","3","66","4","5","8","20","19","37.506108","126.8886628","미운영","2001-02-20","","","","2022-10-26","일반","3","1","1","0","0","0","0","0","0","5","8","5","6","0","0","0","0","0","0","19","0","14","0","71","14","1","6","0","0","0","0","0","0","0","8","2022-10-26 22:04:16.0"
"중랑구","11260000188","주바라기놀이방","가정","폐지","131802","서울 중랑구 망우1동 365-19","02-2209-7312","","","0","0","0","0","0","10","0","","","","2001-02-19","","","2008-08-30","2022-10-26","일반","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:02:35.0"
"도봉구","11320000041","파미유어린이집","민간","정상","01310","서울특별시 도봉구 시루봉로27가길 11-3","02-3491-2541","02-3491-2542","","10","236","1","13","16","89","74","37.67175339","127.0411064","운영","2001-02-19","","","","2022-10-26","일반","1","1","2","2","1","1","2","1","0","11","3","3","13","21","0","20","0","14","0","74","83","8","0","8","0","1","12","0","0","0","0","0","2","0","16","2022-10-26 22:03:06.0"
"양천구","11470000102","새새싹어린이집","민간","폐지","08085","서울특별시 양천구 중앙로32길 17 (신정동)","02-2653-1876","02-2653-1870","saesesak@naver.com","4","330","1","5","0","88","0","37.51891707","126.8556312","운영","2001-02-15","","","2017-03-31","2022-10-26","일반","0","0","2","2","0","1","0","1","0","6","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:03:56.0"
"금천구","11545000026","새동산어린이집","법인?단체등","폐지","08649","서울특별시 금천구 독산로2길 6 (시흥동)","02-894-4661","","","6","140","0","4","0","71","0","37.44833406","126.9037117","운영","2001-02-09","","","2019-10-31","2022-10-26","일반","0","0","0","0","0","0","1","1","0","2","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:04:25.0"
"구로구","11530000170","햇살가득어린이집","가정","정상","08207","서울특별시 구로구 신도림로 78 302동 102호(신도림동 신도림3차동아아파트)","02-2671-9396","","","3","82","0","4","6","19","19","37.50775634","126.8805886","미운영","2001-02-08","","","","2022-10-26","일반","2","1","1","0","0","0","5","0","0","9","6","0","0","0","0","0","13","0","0","19","80","20","0","0","0","1","4","0","0","0","0","0","0","0","6","2022-10-26 22:04:16.0"
"구로구","11530000128","섬기는어린이집","국공립","정상","08383","서울특별시 구로구 우마1다길 25 구립 섬기는 어린이집","02-865-9111","02-865-9544","hppt://","5","167","2","10","8","65","39","37.48291111945205","126.8896632583189","미운영","2001-02-07","","","","2022-10-26","야간연장","0","2","2","1","0","0","3","2","0","10","0","5","7","0","0","0","0","27","0","39","20","20","20","20","20","1","5","0","0","0","0","0","1","0","8","2022-10-26 22:04:16.0"
"송파구","11710000134","행복어린이집","가정","폐지","05538","서울특별시 송파구 올림픽로47길 12 103동 104호(풍납동 쌍용아파트)","02-484-5017","","","2","35","0","0","0","13","0","37.52840195","127.1174608","미운영","2001-02-07","","","2015-09-25","2022-10-26","야간연장","0","0","0","0","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:05:27.0"
"광진구","11215000133","어린이나라어린이집","민간","정상","05039","서울특별시 광진구 자양로26길 9 (구의동)","02-446-3232","02-446-3367","children3232@hanmail.net","4","120","0","5","10","30","26","37.5419321630931","127.08476980095509","운영","2001-02-07","","","","2022-10-26","야간연장","3","3","2","2","0","0","3","2","0","15","3","0","7","6","0","0","5","5","0","26","17","17","33","0","33","1","6","0","0","0","0","0","1","0","10","2022-10-26 22:02:15.0"
"서대문구","11410000057","한마음어린이집","가정","정상","03659","서울특별시 서대문구 가좌로 100-8","02-374-1700","02-374-1700","","3","71","0","4","7","20","8","37.58174082","126.927246","운영","2001-02-06","","","","2022-10-26","일반","0","2","1","0","0","0","3","0","0","6","0","0","6","0","0","0","2","0","0","8","33","17","17","0","33","1","5","0","0","0","0","0","0","0","7","2022-10-26 22:03:35.0"
