연번,지방청,경찰서,관서명,급지,구분,경찰_전화번호,경찰_주소
1497,전남청,해남,화산,2,파출소,061-532-6712,전라남도 해남군 화산면 해남화산로 1059
1498,전남청,해남,산이,2,파출소,061-532-4312,전라남도 해남군 산이면 비석길 105
1499,전남청,해남,송지,2,파출소,061-533-2112,전라남도 해남군 송지면 산정1길 104
1500,전남청,해남,북평,2,파출소,061-533-1112,전라남도 해남군 북평면 달량진길 42
1501,전남청,해남,문내,2,파출소,061-532-1112,전라남도 해남군 문내면 동헌길 36
1502,전남청,해남,삼산,2,파출소,061-534-5112,전라남도 해남군 현산면 고산로 519
1503,전남청,해남,황산,2,파출소,061-532-2492,전라남도 해남군 황산면 시등로 124
1504,전남청,해남,마산,2,파출소,061-532-5212,전라남도 해남군 마산면 은적사길 7
1505,전남청,해남,옥천,2,파출소,061-532-6112,전라남도 해남군 옥천면 해남로 397
1506,전남청,해남,현산,2,파출소,061-532-7612,전라남도 해남군 현산면 일평길 8
1507,전남청,무안,남악,2,지구대,061-282-0112,전라남도 무안군 삼향읍 남악영산길 49
1508,전남청,무안,해제,2,파출소,061-452-6112,전라남도 무안군 해제면 양간로 85
1509,전남청,무안,일로,2,파출소,061-282-3112,전라남도 무안군 일로읍 일로로 55
1510,전남청,무안,승달,2,파출소,061-453-0112,전라남도 무안군 무안읍 불무로 38-11
1511,전남청,무안,청계,2,파출소,061-452-5112,전라남도 무안군 청계면 영산로 1696
1512,전남청,무안,현경,2,파출소,061-452-2112,전라남도 무안군 현경면 현해로 106
1513,전남청,무안,운남,2,파출소,061-452-4112,전라남도 무안군 운남면 운해로 574-1
1514,전남청,장흥,읍내,3,지구대,061-863-2113,전라남도 장흥군 장흥읍 동부로 2
1515,전남청,장흥,안양,3,파출소,061-860-7303,전라남도 장흥군 안양면 남부관광로 734
1516,전남청,장흥,관산,3,파출소,061-860-7305,전라남도 장흥군 관산읍 관산로 101
1517,전남청,장흥,대덕,3,파출소,061-860-7306,전라남도 장흥군 대덕읍 대대로 931
1518,전남청,장흥,회진,3,파출소,061-867-5112,전라남도 장흥군 회진면 회진로 438
1519,전남청,장흥,장평,3,파출소,061-862-3112,전라남도 장흥군 장평면 장평중앙길 57
1520,전남청,장흥,용산,3,파출소,061-860-7304,전라남도 장흥군 용산면 장흥대로 2459 
1521,전남청,보성,회천,3,파출소,061-852-8112,전라남도 보성군 회천면 우암1길 7
1522,전남청,보성,예당,3,파출소,061-853-7112,전라남도 보성군 득량면 예당길 131
1523,전남청,보성,읍내,3,파출소,061-853-0113,전라남도 보성군 보성읍 송재로 278
1524,전남청,보성,미력,3,파출소,061-852-4112,전라남도 보성군 미력면 송재로 593 
1525,전남청,보성,벌교,3,파출소,061-857-0112,전라남도 보성군 벌교읍 채동선로 254
1526,전남청,보성,조성,3,파출소,061-857-9112,전라남도 보성군 조성면 조성로 95
1527,전남청,보성,복내,3,파출소,061-852-5112,전라남도 보성군 복내면 송재로 1812
1528,전남청,보성,겸백,3,파출소,061-853-6112,전라남도 보성군 겸백면 충의로 2466
1529,전남청,영광,읍내,3,지구대,061-353-0113,전라남도 영광군 영광읍 천년로13길 29
1530,전남청,영광,낙월,3,파출소,061-352-3312,전라남도 영광군 낙월면 낙월길 78-2
1531,전남청,영광,백수,3,파출소,061-352-7112,전라남도 영광군 백수읍 백수로10길 53
1532,전남청,영광,염산,3,파출소,061-352-9112,전라남도 영광군 염산면 천년로1길 53
1533,전남청,영광,군남,3,파출소,061-352-5112,전라남도 영광군 군남면 천년로 837
1534,전남청,영광,법성,3,파출소,061-356-0113,전라남도 영광군 법성면 법성포로1길 25-18
1535,전남청,영광,홍농,3,파출소,061-356-0112,전라남도 영광군 홍농읍 상하길41
1536,전남청,영광,대마,3,파출소,061-352-4112,전라남도 영광군 대마면 영장로 253
1537,전남청,화순,읍내,3,지구대,061-379-4301,전라남도 화순군 화순읍 충의로 152
1538,전남청,화순,도곡,3,파출소,061-372-4112,전라남도 화순군 도곡면 지석로 1108
1539,전남청,화순,사평,3,파출소,061-379-4313,전라남도 화순군 남면 사호로 213
1540,전남청,화순,능주,3,파출소,061-372-1112,전라남도 화순군 능주면 관동길 19
1541,전남청,화순,역전,3,파출소,061-379-4145,전라남도 화순군 화순읍 오성로 488
1542,전남청,화순,동복,3,파출소,061-379-4157,전라남도 화순군 동복면 오지호로 285
1543,전남청,화순,동면,3,파출소,061-379-4153,전라남도 화순군 동면 충의로 773
1544,전남청,화순,이양,3,파출소,061-379-4151,전라남도 화순군 이양면 이양로 133
1545,전남청,함평,남부,3,파출소,061-322-6112,전라남도 함평군 학교면 닻빼기길 2
1546,전남청,함평,읍내,3,파출소,061-322-0112,전라남도 함평군 함평읍 함장로 1202-16
1547,전남청,함평,대동,3,파출소,061-322-1112,전라남도 함평군 대동면 대동길 5-8
1548,전남청,함평,해보,3,파출소,061-323-0112,전라남도 함평군 해보면 밀재로 1255
1549,전남청,함평,월야,3,파출소,061-323-1112,전라남도 함평군 월야면 밀재로 1551
1550,전남청,함평,나산,3,파출소,061-322-8112,전라남도 함평군 나산면 나산길 84
1551,전남청,함평,서부,3,파출소,061-322-4112,전라남도 함평군 손불면 손무로 734
1552,전남청,영암,삼호,3,지구대,061-462-6112,전라남도 영암군 삼호읍 대불주거로 188
1553,전남청,영암,신북,3,파출소,061-472-9112,전라남도 영암군 신북면 간은정로 35
1554,전남청,영암,시종,3,파출소,061-472-8112,전라남도 영암군 시종면 고분로 11
1555,전남청,영암,읍내,3,파출소,061-473-2112,전라남도 영암군 영암읍 낭주로 178
1556,전남청,영암,군서,3,파출소,061-472-0112,전라남도 영암군 군서면 왕인로 497
1557,전남청,영암,학산,3,파출소,061-472-4112,전라남도 영암군 학산면 영산로 28
1558,전남청,장성,진남,3,파출소,061-392-3112,전라남도 장성군 남면 못재로 93
1559,전남청,장성,북이,3,파출소,061-393-8113,전라남도 장성군 북이면 갈재로 3
1560,전남청,장성,북일,3,파출소,061-393-1112,전라남도 장성군 북일면 신흥로 410
1561,전남청,장성,읍내,3,파출소,061-393-2361,전라남도 장성군 장성읍 역전로 80
1562,전남청,장성,삼계,3,파출소,061-394-1112,전라남도 장성군 삼계면 사창로 58
1563,전남청,장성,삼서,3,파출소,061-394-2112,전라남도 장성군 삼서면 해삼로 1163 
1564,전남청,장성,북하,3,파출소,061-392-7223,전라남도 장성군 북하면 백양로 896
1565,전남청,강진,읍내,3,지구대,061-430-7301,전라남도 강진군 강진읍 목리길 20
1566,전남청,강진,도암,3,파출소,061-432-0112,전라남도 강진군 도암면 도암중앙로 51-1
1567,전남청,강진,작천,3,파출소,061-432-6112,전라남도 강진군 작천면 평리길 58
1568,전남청,강진,성전,3,파출소,061-432-5112,전라남도 강진군 성전면 별뫼로 382
1569,전남청,강진,칠량,3,파출소,061-432-7112,전라남도 강진군 칠량면 칠량로 72
1570,전남청,강진,마량,3,파출소,061-432-2112,전라남도 강진군 마량면 마량3길 5
1571,전남청,강진,군동,3,파출소,061-433-5112,전라남도 강진군 군동면 진흥로 325 
1572,전남청,담양,금성,3,파출소,061-382-4112,전라남도 담양군 금성면 석현길 10-9
1573,전남청,담양,대전,3,파출소,061-382-5112,전라남도 담양군 대전면 대전로 4
1574,전남청,담양,수북,3,파출소,061-382-7112,전라남도 담양군 수북면 추성1로 715 
1575,전남청,담양,고서,3,파출소,061-382-3112,전라남도 담양군 고서면 가사문학로 320
1576,전남청,담양,창평,3,파출소,061-382-8112,전라남도 담양군 창평면 의병로 164
1577,전남청,담양,중앙,3,파출소,061-381-2100,전라남도 담양군 담양읍 중앙로 73
1578,전남청,곡성,읍내,3,파출소,061-363-3116,전라남도 곡성군 곡성읍 중앙로 84-1
1579,전남청,곡성,석곡,3,파출소,061-362-3112,전라남도 곡성군 석곡면 석곡로 61
1580,전남청,곡성,입면,3,파출소,061-362-6112,전라남도 곡성군 입면 입면로 695
1581,전남청,곡성,삼기,3,파출소,061-362-2112,전라남도 곡성군 삼기면 곡순로 1425
1582,전남청,곡성,옥과,3,파출소,061-362-5112,전라남도 곡성군 옥과면 대학로 153
1583,전남청,곡성,오곡,3,파출소,061-363-3117,전라남도 곡성군 오곡면 기차마을로 161
1584,전남청,곡성,죽곡,3,파출소,061-362-4612,전라남도 곡성군 죽곡면 오죽로 20-3
1585,전남청,완도,읍내,3,지구대,061-552-1112,전라남도 완도군 완도읍 개포로 113
1586,전남청,완도,군외,3,파출소,061-552-6112,전라남도 완도군 군외면 청해진서로2100번길 66
1587,전남청,완도,금일,3,파출소,061-553-2112,전라남도 완도군 금일읍 금일로390번길 7-5
1588,전남청,완도,보길,3,파출소,061-553-7112,전라남도 완도군 보길면 보길동로 보길로 1-1
1589,전남청,완도,청산,3,파출소,061-552-9112,전라남도 완도군 청산면 도청4길 17
1590,전남청,완도,소안,3,파출소,061-553-8112,전라남도 완도군 소안면 비자39번길 33
1591,전남청,완도,금당,3,파출소,061-844-0112,전라남도 완도군 금당면 차우30번길 3-10
1592,전남청,완도,약산,3,파출소,061-553-9112,전라남도 완도군 약산면 약산로 367
1593,전남청,완도,고금,3,파출소,061-553-0113,전라남도 완도군 고금면 고금동로2번길 16
1594,전남청,완도,신지,3,파출소,061-552-7112,전라남도 완도군 신지면 신지로 551 
1595,전남청,완도,노화,3,파출소,061-553-5112,전라남도 완도군 노화읍 이목길 29-9
1596,전남청,진도,조도,3,파출소,061-542-5112,전라남도 진도군 조도면 창리길 11
1597,전남청,진도,의신,3,파출소,061-543-4112,전라남도 진도군 의신면 돈지1길 29
1598,전남청,진도,읍내,3,파출소,061-544-0112,전라남도 진도군 진도읍 남동3길 1
1599,전남청,진도,고군,3,파출소,061-543-1112,전라남도 진도군 고군면 진도대로 280
1600,전남청,진도,임회,3,파출소,061-543-3112,전라남도 진도군 임회면 석교길 47-15
1601,전남청,진도,군내,3,파출소,061-542-3112,전라남도 진도군 군내면 진도대로 7957
1602,전남청,진도,지산,3,파출소,061-542-2112,전라남도 진도군 지산면 인지인천1길 26
1603,전남청,구례,읍내,3,파출소,061-783-6112,전라남도 구례군 구례읍 로터리길 7
1604,전남청,구례,광의,3,파출소,061-781-3112,전라남도 구례군 광의면 광의철쭉동산로 8
1605,전남청,구례,간전,3,파출소,061-781-4112,전라남도 구례군 간전면 간전중앙로 188
1606,전남청,구례,산동,3,파출소,061-781-1712,전라남도 구례군 산동면 원촌길 94
1607,전남청,구례,토지,3,파출소,061-781-2112,전라남도 구례군 토지면 섬진강대로 5058
1608,전남청,구례,마산,3,파출소,061-782-4119,전라남도  구례군 마산면 화엄사로 144
1609,경북청,경주,산내,1,파출소,054-751-5112,경상북도 경주시 산내면 의곡중앙길 34 산내파출소
1610,경북청,경주,양남,1,파출소,054-744-0112,경상북도 경주시 양남면 하서중앙길 59
1611,경북청,경주,외동,1,파출소,054-744-6112,경상북도 경주시 외동읍 입실로 81
1612,경북청,경주,불국,1,파출소,054-746-9112,경상북도 경주시 산업로 2999 
1613,경북청,경주,역전,1,파출소,054-743-0112,경상북도 경주시 원화로 270 역전파출소
1614,경북청,경주,보문,1,파출소,054-745-7112,경상북도 경주시 경감로 589
1615,경북청,경주,건천,1,파출소,054-751-0112,경상북도 경주시 건천읍 내서로 1109
1616,경북청,경주,서면,1,파출소,053-751-1112,경상북도 경주시 건천읍 내서로 425
1617,경북청,경주,안강,1,파출소,054-763-3112,경상북도 경주시 안강읍 안강중앙로 223 안강파출소
1618,경북청,경주,강동,1,파출소,054-762-4112,경상북도 경주시 강동면 인동새들길 10
1619,경북청,경주,감포,1,파출소,054-744-3112,경상북도 경주시 감포읍 감포로3길 40 
1620,경북청,경주,문무대왕,1,파출소,054-744-2112,경상북도 경주시 양북면 어일1길 39(어일리 837-2)
1621,경북청,경주,중앙,1,파출소,054-743-2112,경상북도 경주시 금성로 296-1 
1622,경북청,경주,황남,1,파출소,054-743-7112,경상북도 경주시 포석로 1052
1623,경북청,경주,충효,1,파출소,054-743-1112,경상북도 경주시 충효중앙길 50-5 
1624,경북청,경주,내남,1,파출소,054-745-9112,경상북도 경주시 내남면 포석로 370
1625,경북청,경주,황성,1,파출소,054-774-1112,경상북도 경주시 용담로 11
1626,경북청,경주,성건,1,파출소,054-743-3112,경상북도 경주시 금성로 424 성건파출소
1627,경북청,경주,현곡,1,파출소,054-745-5112,경상북도 경주시 현곡면 다경길 9-3
1628,경북청,경주,동천,1,파출소,054-741-0112,경상북도 경주시 탈해로 65
1629,경북청,경주,용강,1,파출소,054-743-4112,경상북도 경주시 산업로 4354 
1630,경북청,경주,천북,1,파출소,054-774-0112,경상북도 경주시 천북면 동산3길 9
1631,경북청,포항북부,환여,1,파출소,054-250-4772,경상북도 포항시 북구  삼호로 370
1632,경북청,포항북부,신광,1,파출소,054-250-4733,경상북도 포항시 북구 신광면 토성길 15
1633,경북청,포항북부,송라,1,파출소,054-250-4734,경상북도 포항시 북구 송라면 보경로 38
1634,경북청,포항북부,죽장,1,파출소,054-250-4737,경상북도 포항시 북구  새마을로 3606
1635,경북청,포항북부,기계,1,파출소,054-250-4735,경상북도 포항시 북구 기계면 기계로 92-11
1636,경북청,포항북부,기북,1,파출소,054-250-4736,경상북도 포항시 북구 기북면 기북로 433
1637,경북청,포항북부,흥해,1,파출소,054-250-4731,경상북도 포항시 북구 흥해읍 흥해로 78
1638,경북청,포항북부,청하,1,파출소,054-250-4732,경상북도 포항시 북구 청하면 청하로 178
1639,경북청,포항북부,양학,1,파출소,054-250-4729,경상북도 포항시 북구  양학로7
1640,경북청,포항북부,죽도,1,파출소,054-250-4727,경상북도 포항시 북구  중흥로 280
1641,경북청,포항북부,덕산,1,파출소,054-250-4726,경상북도 포항시 북구 중앙로 352
1642,경북청,포항북부,용당,1,파출소,054-250-4724,경상북도 포항시 북구  용당로91번길 10
1643,경북청,포항북부,장성,1,파출소,054-250-4723,경상북도 포항시 북구  법원로39번길 36
1644,경북청,포항북부,학산,1,파출소,054-250-4721,경상북도 포항시 북구  삼호로 147
1645,경북청,포항북부,양덕,1,파출소,054-250-4730,경상북도 포항시 북구 장량중앙로 65
1646,경북청,포항남부,효곡대이,1,지구대,054-240-8132,경상북도 포항시 남구 대잠길 15 
1647,경북청,포항남부,상대,1,지구대,054-240-8131,경상북도 포항시 남구 상공로 84
1648,경북청,포항남부,구룡포,1,파출소,054-240-8138,경상북도 포항시 남구 호미로 182번길
1649,경북청,포항남부,장기,1,파출소,054-240-8141,경상북도 포항시 남구 장기면 읍내길 94
1650,경북청,포항남부,동해,1,파출소,054-240-8140,경상북도 포항시 남구 동해면 일월로 52번길
1651,경북청,포항남부,제철,1,파출소,054-240-8136,경상북도 포항시 남구 동해안로 6041 
1652,경북청,포항남부,호미곶,1,파출소,054-240-8142,경상북도 포항시 남구 호미곶면 해맞이로160
1653,경북청,포항남부,송도,1,파출소,054-240-8134,경상북도 포항시 남구 축항로 115 
1654,경북청,포항남부,대송,1,파출소,054-240-8139,경상북도 포항시 남구 대송면 제내길 13
1655,경북청,포항남부,연일,1,파출소,054-240-8137,경상북도 포항시 남구 연일읍 철강로25번길 62
1656,경북청,포항남부,오천,1,파출소,054-240-8133,경상북도 포항시 남구 오천읍 정몽주로 547 
1657,경북청,포항남부,문덕,1,파출소,054-240-8148,경상북도 포항시 남구 오천읍 냉천로 318
1658,경북청,포항남부,해도,1,파출소,054-240-8135,경상북도 포항시 남구 상공로 228 
1659,경북청,구미,상림,1,지구대,054-450-3114,경상북도 구미시 금오대로 482
1660,경북청,구미,원평,1,지구대,054-450-3112,경상북도 구미시 원남로2길 26
1661,경북청,구미,형곡,1,지구대,054-450-3111,경상북도 구미시 경은로 56
1662,경북청,구미,도량,1,지구대,054-450-3115,경상북도 구미시 문장로 119
1663,경북청,구미,봉곡,1,파출소,054-450-3130,경상북도 구미시 봉곡남로 16
1664,경북청,구미,도개,1,파출소,054-450-3128,경상북도 구미시 도개면 도안로 121
1665,경북청,구미,장천,1,파출소,054-450-3125,경상북도 구미시 장천면 강동로 170
1666,경북청,구미,고아,1,파출소,054-450-3122,경상북도 구미시 선산대로 974-6
1667,경북청,구미,산동,1,파출소,054-450-3124,경상북도 구미시 산동면 강동로 1030 
1668,경북청,구미,해평,1,파출소,054-450-3123,경상북도 구미시 해평면 강동로 1661
1669,경북청,구미,선산,1,파출소,054-450-3121,경상북도 구미시 선산읍 선산중앙로 79
1670,경북청,구미,무을,1,파출소,054-450-3126,경상북도 구미시 무을면 상무로 951
1671,경북청,구미,옥성,1,파출소,054-450-3127,경상북도 구미시 선산읍 선상동로 841
1672,경북청,구미,양포,1,파출소,054-450-3120,경상북도 구미시 흥안로 6
1673,경북청,구미,신평,1,파출소,054-450-3119,경상북도 구미시 칠성로2길 32
1674,경북청,구미,인동,1,파출소,054-450-3116,경상북도 구미시 인동중앙로 28
1675,경북청,구미,진평,1,파출소,054-450-3118,경상북도 구미시 인동22길 33
1676,경북청,경산,서부,1,지구대,053-770-0111,경상북도 경산시 성암로 27
1677,경북청,경산,중앙,1,파출소,053-770-0112,경상북도 경산시 대학로 207
1678,경북청,경산,자인,1,파출소,053-770-0116,경상북도 경산시 자인면 금학로 8
1679,경북청,경산,동부,1,파출소,053-770-0115,경상북도 경산시 계양로 44
1680,경북청,경산,하양,1,파출소,053-770-0120,경상북도 경산시 하양읍 금송로 179
1681,경북청,경산,압량,1,파출소,053-770-0122,경상북도 경산시 압량면 부적길 50
1682,경북청,경산,진량,1,파출소,053-770-0121,경상북도 경산시 진량읍 낙산길 6
1683,경북청,경산,와촌,1,파출소,053-770-0123,경상북도 경산시 와촌면 금송로 419 
1684,경북청,안동,역전,1,지구대,054-859-2301,경상북도 안동시  경동로 690 
1685,경북청,안동,송하,1,지구대,054-852-3402,경상북도 안동시  경동로 278
1686,경북청,안동,태화,1,지구대,054-852-3401,경상북도 안동시  태화2길 7
1687,경북청,안동,길안,1,파출소,054-822-2112,경상북도 안동시 길안면 천지길 41
1688,경북청,안동,풍천,1,파출소,054-853-2112,경상북도 안동시 풍천면 지풍로 1479
1689,경북청,안동,예안,1,파출소,054-822-1612,경상북도 안동시 예안면 임예로 1923 
1690,경북청,안동,풍산,1,파출소,054-858-6112,경상북도 안동시 풍산읍 풍산중앙길 139
1691,경북청,안동,임하,1,파출소,054-822-4412,경상북도 안동시 임하면 충효로 3257 
1692,경북청,안동,남선,1,파출소,054-8221211,경상북도 안동시 남선면 충효로 3854 
1693,경북청,안동,강남,1,파출소,054-858-7672,경상북도 안동시  강남로 169 
1694,경북청,안동,용상,1,파출소,054-821-3303,경상북도 안동시  경동로 959
1695,경북청,안동,임동,1,파출소,054-822-4112,경상북도 안동시 임동면 챗거리길 25
1696,경북청,안동,일직,1,파출소,054-858-4112,경상북도 안동시 일직면 경북대로 7356
1697,경북청,안동,도산,1,파출소,054-856-1112,경상북도 안동시  도산면 퇴계로 2543
1698,경북청,안동,북후,1,파출소,054-859-5112,경상북도 안동시 북후면 북평로 897 
1699,경북청,안동,와룡,1,파출소,054-857-2113,경상북도 안동시 와룡면  퇴계로 841
1700,경북청,안동,옥동,1,지구대,054-854-3401,경상북도 안동시 광명로 7
1701,경북청,김천,아포,2,파출소,054-431-5112,경상북도 김천시 아포읍 국사길 143 
1702,경북청,김천,남부,2,파출소,054-435-0112,경상북도 김천시 지례면 상부길 107
1703,경북청,김천,대덕,2,파출소,054-435-1112,경상북도 김천시 대덕면 대덕로 761 
1704,경북청,김천,역전,2,파출소,054-436-4148,경상북도 김천시 김천로 119
1705,경북청,김천,구성,2,파출소,054-434-5112,경상북도 김천시 구성면 남김천대로 2327-4 
1706,경북청,김천,중앙,2,지구대,054-435-4148,경상북도 김천시 영남대로 2009 
1707,경북청,김천,자산,2,파출소,054-436-0112,경상북도 김천시 자산로 41-2
1708,경북청,김천,조마,2,파출소,054-437-7112,경상북도 김천시 조마면 강곡1길 22 
1709,경북청,김천,서부,2,지구대,054-437-3148,경상북도 김천시 송설로 106
1710,경북청,김천,직지,2,파출소,054-436-6112,경상북도 김천시 대항면 직지로 182
1711,경북청,김천,북부,2,지구대,054-435-3148,경상북도 김천시 대학로 129
1712,경북청,김천,어모,2,파출소,054-430-3112,경상북도 김천시 어모면 어모로 249
1713,경북청,김천,감문,2,파출소,054-430-5112,경상북도 김천시 감문로 985
1714,경북청,김천,동부,2,지구대,054-430-2112,경상북도 김천시 혁신6로 75
1715,경북청,영주,신영주,2,지구대,054-633-0127,경상북도 영주시 선비로 66 신영주지구대
1716,경북청,영주,서부,2,지구대,054-633-0125,경상북도 영주시 선비로 205 서부지구대
1717,경북청,영주,동부,2,지구대,054-633-0124,경상북도 영주시 원당로 228 동부지구대
1718,경북청,영주,부석,2,파출소,054-633-3112,경상북도 영주시 부석면 소천로 49 부석파출소
1719,경북청,영주,장수,2,파출소,054-637-6112,경상북도 영주시 장수면 장수로 5 장수파출소
1720,경북청,영주,안정,2,파출소,054-634-4112,경상북도 영주시 신재로 541 안정파출소
1721,경북청,영주,순흥,2,파출소,054-633-2112,경상북도 영주시 순흥면 순흥로 63 순흥파출소
1722,경북청,영주,풍기,2,파출소,054-636-2112,경상북도 영주시 풍기읍 기주로 114 풍기파출소
1723,경북청,영천,금호,2,파출소,054-334-0112,경상북도 영천시 금호읍 금호로 115
1724,경북청,영천,고경,2,파출소,054-336-3112,경상북도 영천시 고경면 호국로 1079
1725,경북청,영천,임고,2,파출소,054-335-7112,경상북도 영천시 임고면 포은로 439
1726,경북청,영천,화산,2,파출소,054-335-5112,경상북도 영천시 화산면 장수로 908
1727,경북청,영천,신녕,2,파출소,054-332-9112,경상북도 영천시 신녕면 장수로 1691
1728,경북청,영천,화남,2,파출소,054-337-7212,경상북도 영천시 화남면 천문로 1599
1729,경북청,영천,북안,2,파출소,054-333-6912,경상북도 영천시 북안면 운북로 2023
1730,경북청,영천,대창,2,파출소,054-335-4112,경상북도 영천시 대창면 금창로 674
1731,경북청,영천,동부,2,지구대,054-334-3721,경상북도 영천시 창신2길13
1732,경북청,영천,남부,2,지구대,054-334-2104,경상북도 영천시 완산2길 43
1733,경북청,영천,중앙,2,파출소,054-333-8112,경상북도 영천시 최무선로 303
1734,경북청,영천,청통,2,파출소,054-335-1112,경상북도 영천시 청통면 금송로 1025 
1735,경북청,상주,중앙,2,지구대,054-534-8920,경상북도 상주시 상서문로 63 
1736,경북청,상주,동문,2,지구대,054-534-8922,경상북도 상주시 중앙로 371 
1737,경북청,상주,모동,2,파출소,054-533-3112,경상북도 상주시 모동면 용호1길 21 
1738,경북청,상주,화북,2,파출소,054-533-1112,경상북도 상주시 화북면 문장로 1718 
1739,경북청,상주,은척,2,파출소,054-541-7112,경상북도 상주시 은척면 봉중1길 6 
1740,경북청,상주,낙동,2,파출소,054-532-8112,경상북도 상주시 낙동면 영남제일로 105 
1741,경북청,상주,화동,2,파출소,054-533-4112,경상북도 상주시 화동면 이소1길 42 
1742,경북청,상주,사벌국,2,파출소,054-532-1112,경상북도 상주시 사벌면 덕담1길 59 
1743,경북청,상주,청리,2,파출소,054-532-6112,경상북도 상주시 청리면 청리중앙로 166-10 
1744,경북청,상주,공성,2,파출소,054-532-4112,경상북도 상주시 공성면 공성중앙로 99 
1745,경북청,상주,공검,2,파출소,054-541-2112,경상북도 상주시 공검면 비재로 1288 
1746,경북청,상주,함창,2,파출소,054-541-3112,경상북도 상주시 함창읍 함창중앙로 112 
1747,경북청,상주,화서,2,파출소,054-533-0112,경상북도 상주시 화서면 화령로 21 
1748,경북청,문경,농암,2,파출소,054-550-7387,경상북도 문경시 농암면 농암길 78
1749,경북청,문경,가은,2,파출소,054-550-7386,경상북도 문경시 가은읍 가은로 137
1750,경북청,문경,산북,2,파출소,054-550-7395,경상북도 문경시 산북면 강동로 14
1751,경북청,문경,산양,2,파출소,054-550-7396,경상북도 문경시 산양면 산양로 107
1752,경북청,문경,점촌,2,파출소,054-550-7302,경상북도 문경시 돈달로 142 
1753,경북청,문경,남부,2,파출소,054-550-7303,경상북도 문경시 모전로 144
1754,경북청,문경,문경,2,파출소,054-550-7385,경상북도 문경시 문경읍 문희로 61
1755,경북청,문경,마성,2,파출소,054-550-7398,경상북도 문경시 호계면 문경대로 1768
1756,경북청,칠곡,왜관,2,지구대,054-974-2228,경상북도 칠곡군 왜관읍 2번도로길 33
1757,경북청,칠곡,석적,2,지구대,054-974-2112,경상북도 칠곡군 석적읍 석적로 965
1758,경북청,칠곡,북삼,2,지구대,054-972-0112,경상북도 칠곡군 북삼읍 인평1길 2
1759,경북청,칠곡,동명,2,파출소,054-976-8112,경상북도 칠곡군 동명면 금암중앙길 21
1760,경북청,칠곡,지천,2,파출소,054-972-2112,경상북도 칠곡군 지천면 신동로 154
1761,경북청,칠곡,가산,2,파출소,054-975-8112,경상북도 칠곡군 동명면 경북대로 1576
1762,경북청,칠곡,약목,2,파출소,054-975-0112,경상북도 칠곡군 약목면 약목로3길 12 
1763,경북청,의성,의성,3,지구대,054-833-1112,경상북도 의성군 의성읍 충효로 65
1764,경북청,의성,안평,3,파출소,054-832-5112,경상북도 의성군 안평면 안평의성로 1
1765,경북청,의성,단밀,3,파출소,054-862-0112,경상북도 의성군 단밀면 주속길 70
1766,경북청,의성,봉양,3,파출소,054-832-2112,경상북도 의성군 봉양면 도리원1길 53
1767,경북청,의성,안계,3,파출소,054-861-0112,경상북도 의성군 안계면 안계길 143
1768,경북청,의성,춘산,3,파출소,054-832-8112,경상북도 의성군 춘산면 금성현서로 1491
1769,경북청,의성,금성,3,파출소,054-832-3112,경상북도 의성군 금성면 탑리길 55
1770,경북청,의성,옥산,3,파출소,054-833-3112,경상북도 의성군 옥산면 신감옥산로 1228-3
1771,경북청,의성,다인,3,파출소,054-861-5112,경상북도 의성군 다인면 서릉길 62
1772,경북청,청도,풍각,3,파출소,054-372-2112,경상북도 청도군 풍각면 헐티로 212 
1773,경북청,청도,이서,3,파출소,054-372-4112,경상북도 청도군 이서면 학산1길 48 
1774,경북청,청도,중앙,3,파출소,054-373-3112,경상북도 청도군 청도읍 청화로 194
1775,경북청,청도,화양,3,파출소,054-373-4112,경상북도 청도군 화양읍 도주관로 142 
1776,경북청,청도,금천,3,파출소,054-372-3112,경상북도 청도군 금천면 금천로 46
1777,경북청,청도,매전,3,파출소,054-372-5112,경상북도 청도군 매전면 청려로 3711 
1778,경북청,영덕,남정,3,파출소,054-732-4113,경상북도 영덕군 남정면 진불길 29
1779,경북청,영덕,영덕,3,파출소,054-734-3820,경상북도 영덕군 영덕읍 중앙길 89
1780,경북청,영덕,강구,3,파출소,054-733-4112,경상북도 영덕군 강구면 동해대로 4482
1781,경북청,영덕,영해,3,파출소,054-732-1112,경상북도 영덕군 영해면 예주2길 9
1782,경북청,영덕,축산,3,파출소,054-732-5112,경상북도 영덕군 축산면 영덕대게로 2049
1783,경북청,영덕,병곡,3,파출소,054-732-2112,경상북도 영덕군 병곡면 병곡길 62
1784,경북청,울진,기성,3,파출소,054-785-0316,경상북도 울진군 기성면 기성로 667 
1785,경북청,울진,북면,3,파출소,054-785-0312,경상북도 울진군 북면 울진북로 2080 북면파출소
1786,경북청,울진,죽변,3,파출소,054-785-0302,경상북도 울진군 죽변면 죽변중앙로 159
1787,경북청,울진,울진,3,파출소,054-785-0301,경상북도 울진군 울진읍 읍내10길 20 
1788,경북청,울진,근남,3,파출소,054-785-0313,경상북도 울진군 근남면 울진북로 147 근남파출소
1789,경북청,울진,후포,3,파출소,054-785-0318,경상북도 울진군 후포면 울진대게로 34-8
1790,경북청,울진,평해,3,파출소,054-785-0320,경상북도 울진군 평해읍 평해로 61
1791,경북청,울진,금강송,3,파출소,054-785-0314,경상북도 울진군 금강송면 불영계곡로 1723 
